occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last,notes
Vintage Harvest Park,16200,S,VINTAGE,DR,,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,VINTAGE HARVEST PARK,,,
Cell Tower,16205,S,COUNTY LINE,RD,,,,PLAINFIELD,IL,60544,6,640,Utility or Distribution sys,1,,0,R,0,U,,,,,,,,,,,,,,,CELL TOWER,,,
Hannic Freight Forwarders,16214,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Debra,Maass,815-436-4925,,HANNIC FREIGHT FORWARDERS,DEBRA,MAASS,
Todd's Body Shop,16220,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,579,Motor vehicle or boat sales,1,,0,R,4,U,1,P,2,H,4,H,N,N,,,Todd,Dralle,815-729-9656,,TODD'S BODY SHOP,TODD,DRALLE,
Park - Vintage Harvest,16222,S,VINTAGE,DR,,VINTAGE HARVEST PLAYGROUND,,PLAINFIELD,IL,60586,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - VINTAGE HARVEST,,,
Vacant (former American Misc Steel),16245,S,ESSINGTON,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,7,B,6,U,N,N,,,,,N,N,,,,Bank Owned Foreclosure,708-453-4444,,VACANT (FORMER AMERICAN MISC STEEL),,BANK OWNED FORECLOSURE,Cell Tower - Sprint: Sprint/cingular Tower 888-950-7483
Cell Tower - Verizon Wireless,16247,S,ESSINGTON,RD,,,,PLAINFIELD,IL,60544,6,640,Utility or Distribution sys,1,,0,R,0,U,,,,,,,,,,,Tony,Jones,224-392-4066,,CELL TOWER - VERIZON WIRELESS,TONY,JONES,
"Searls Windows & Doors, Inc.",16261,S,FRONTAGE,RD,E,ESSINGTON ROAD,,PLAINFIELD,IL,60586,8,891,Warehouse,1,,,,,,,,,,,,,,,,Richard,Searls,815-405-8100,,"SEARLS WINDOWS & DOORS, INC.",RICHARD,SEARLS,
Route 30 Plex Multi Tenant Building,16300,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",2,1,7,B,4,U,1,P,31,S,4,H,N,N,,,Scott,Hill,815-955-2287,,ROUTE 30 PLEX MULTI TENANT BUILDING,SCOTT,HILL,Leisure Hours Hobbies (bldg Owner): Scott Hill 815-955-2287|Lower Level: Bob Jeter 815-793-3531|Premier Detail Shop: Andrew Ho 630-935-8989|Premiere Motor Sports:  |Storage Space - Lower Level: John Kramoski 630-918-9137|Vacant (lower Level):  
Crest Creek Plaza,16310,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Ronald,Koren,815-546-6666,,CREST CREEK PLAZA,RONALD,KOREN,"Absolute Health Additional Space: Melissa Koren 815-467-1509|Absolute Wellness Center: Michael Bozzone 331-454-6435|Absolute Wellness Center Extra Space: Maria Juarez 815-577-0586|Country Financial:  |Crest Rent A Car: Ronald Koren 815-546-6666|D Construction, I-dot Field Office: Eric Rhoda 815-867-3302|E2e Business Services, Inc.: William Law 815-600-3757|Excolo Fitness Additional Space: Ronald Koren 815-735-2443|Excolo Fitness, Inc.: James Nakis 630-364-8890|Hometown Pet Grooming: Lyndsey Hartman 815-666-5052|Impact Engineered Labor Solutions: David Hamilton 901-377-5298|Integrity Senior Care: Brenda Ericson 815-941-0212|Liberty Tax Service: David Rocci 815-355-7625|Plainfield Moose Lodge: James Massey 815-342-8839"
Parkview Meadows Park,16355,S,FAIRFIELD,DR,,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,PARKVIEW MEADOWS PARK,,,
Mobil & Dunkin Donuts,16360,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,571,"Service station, gas statio",1,,,,,,,,,,,,,,,,Russ,Cress,815-287-2017,,MOBIL & DUNKIN DONUTS,RUSS,CRESS,
Cell Tower,1650,W,RT 126,,,,,PLAINFIELD,IL,60544,6,640,Utility or Distribution sys,1,,9,R,9,N,,,,,,,,,,,,,,,CELL TOWER,,,
Park - Ridge Road Park,16501,S,RIDGE,RD,,RIDGE ROAD PARK,,PLAINFIELD,IL,60544,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - RIDGE ROAD PARK,,,
Edward South Healthcare Center,16519,S,RT 59,,,,A,PLAINFIELD,IL,60586,3,340,"Clinics, doctors offices, h",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Amy,Yager,630-935-4374,,EDWARD SOUTH HEALTHCARE CENTER,AMY,YAGER,Dupage Medical Group Urology:  |Dupage Medical Group Women's Center:  |Edward Mob Swing Suite:  
Winding Creek East Park,16561,S,TIMBERVIEW,DR,,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,WINDING CREEK EAST PARK,,,
Winding Creek West Park,16600,S,WINDING CREEK,RD,,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,WINDING CREEK WEST PARK,,,
Amita Health Medical Imaging Plainfield,16615,S,RT 59,,,,,PLAINFIELD,IL,60586,3,340,"Clinics, doctors offices, h",1,,7,B,3,P,1,P,5,M,4,H,1,P,1,W,,Leased Presence Health,815-609-6420,,AMITA HEALTH MEDICAL IMAGING PLAINFIELD,,LEASED PRESENCE HEALTH,
Park - Mary Stephen West,16650,S,LILY CACHE,RD,,MARY STEPHENS PARK WEST,,PLAINFIELD,IL,60586,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - MARY STEPHEN WEST,,,
Villas At Fox Run Clubhouse,16651,S,FOX RUN,CIR,,,,PLAINFIELD,IL,60586,1,142,Clubhouse,1,,2,C,8,U,1,P,4,S,4,H,1,P,2,D,Robert,Eggert,815-782-6957,,VILLAS AT FOX RUN CLUBHOUSE,ROBERT,EGGERT,
Park - Mary Stephen East,16721,S,LILY CACHE,RD,,MARY STEPHENS PARK WEST,,PLAINFIELD,IL,60586,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - MARY STEPHEN EAST,,,
D & M Unlimited (home Bus),168,S,PAWNEE,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Donald,Hartlaub,815-609-8732,,D & M UNLIMITED (HOME BUS),DONALD,HARTLAUB,
Trinity Services Group Home,16830,S,GAYLORD,RD,,,,CREST HILL,IL,60403,4,459,Residential board and care,1,,2,C,8,U,1,P,31,S,4,H,N,N,,,,Trinity Services,815-485-6197,,TRINITY SERVICES GROUP HOME,,TRINITY SERVICES,
Haycroft Builders Ltd. (home Bus),16850,S,LILY CACHE,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Bernard,Hayes,815-739-6426,,HAYCROFT BUILDERS LTD. (HOME BUS),BERNARD,HAYES,
Marian Lakes Convent,16949,S,DRAUDEN,RD,,,,Plainfield,IL,60544,1,100,"Assembly, Other",1,,,,,,,,,,,,,,,,Sister Louise,Staszewski,815-436-5796,,MARIAN LAKES CONVENT,SISTER LOUISE,STASZEWSKI,Marian Lakes Convent - Edith House:  |Marian Lakes Convent - Garage Bldg:  |Marian Lakes Convent - Marian Hall:  |Marian Lakes Convent - Pole Bldg:  
Kurtz Services (home Business),17,S,PRATT,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Theona,Kurtz,815-342-8394,,KURTZ SERVICES (HOME BUSINESS),THEONA,KURTZ,
Rags To Stitches (home Business),1718,W,WILLOW DRIVE,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Mary Jo,Kavanaugh,815-436-9628,,RAGS TO STITCHES (HOME BUSINESS),MARY JO,KAVANAUGH,
Van Horn Woods East Park,17200,S,FRONTAGE,RD,E,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,VAN HORN WOODS EAST PARK,,,
Van Horn Woods West Park,17201,S,LILY CACHE,RD,,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,VAN HORN WOODS WEST PARK,,,
Al Aqsa Community Center,17940,S,BRONK,RD,,,,PLAINFIELD,IL,60586,8,800,"Storage, Other",1,,6,M,8,U,N,N,,,,,N,N,,,Zulfie,Khan,815-230-0786,,AL AQSA COMMUNITY CENTER,ZULFIE,KHAN,
Bronkberry Farms,18061,S,BRONK,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,6,M,8,U,N,N,,,,,N,N,,,Jennifer,Bronk,815-436-6967,,BRONKBERRY FARMS,JENNIFER,BRONK,
Advantage Driver Training,18126,S,FRONTAGE,RD,W,,UNIT A,SHOREWOOD,IL,60404,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Cathy,Baumgartner,815-274-5278,,ADVANTAGE DRIVER TRAINING,CATHY,BAUMGARTNER,"Fleet Specialized, Inc.:  "
Set Racing,18130,S,FRONTAGE,RD,E,,UNIT 2,SHOREWOOD,IL,60404,7,700,"Manufacturing, processing",1,,,,,,,,,,,,,,,,Roger,Engstrom,815-436-7532,,SET RACING,ROGER,ENGSTROM,Vacant (wrinks Carpet & Floors):  
Hoffee Music Supply,18132,S,FRONTAGE,RD,W,,,SHOREWOOD,IL,60404,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,HOFFEE MUSIC SUPPLY,,,
Visu-sewer Of Illinois,18134,S,FRONTAGE,RD,E,,,SHOREWOOD,IL,60404,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,VISU-SEWER OF ILLINOIS,,,
Mary Kay Inc. (home Business),1818,W,WILLOW DRIVE,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Karen,Sliz-wilder,815-439-9697,,MARY KAY INC. (HOME BUSINESS),KAREN,SLIZ-WILDER,
Clean-n-dri Carpet Cleaning (home Bus),200,S,JAMES,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Vernon,Penrod,815-483-5346,,CLEAN-N-DRI CARPET CLEANING (HOME BUS),VERNON,PENROD,
K & R Landscaping Inc. (home Bus),201,S,HERITAGE,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,,,,,K & R LANDSCAPING INC. (HOME BUS),,,
Trandel Insurance Agency,20420,W,RIVERWALK,CT,,,SUITE 122,PLAINFIELD,IL,60544,5,599,Business office,1,,2,C,6,U,1,P,1,S,4,H,1,P,12,W,Paul,Trandol,815-439-1500,,TRANDEL INSURANCE AGENCY,PAUL,TRANDOL,
Reigning Cats And Dogs (home Bus),212,S,SUNSHINE,CIR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Jill,Hein,815-439-9310,,REIGNING CATS AND DOGS (HOME BUS),JILL,HEIN,
Longshore Painting & Decorating (home B),218,W,CORBIN,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Gene,Longshore,815-436-3258,,LONGSHORE PAINTING & DECORATING (HOME B),GENE,LONGSHORE,
Plainfield Taxicab Co. Inc. (home Bus),2216,S,MARYBROOK,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Colette Martino,Palait,630-483-2510,,PLAINFIELD TAXICAB CO. INC. (HOME BUS),COLETTE MARTINO,PALAIT,
Naperbrook Golf Course Clubhouse,22204,W,HASSERT,BLVD,,,,PLAINFIELD,IL,60585,1,142,Clubhouse,1,,0,R,0,U,1,P,31,S,4,H,N,N,,,Tim,Dunn,630-301-2795,,NAPERBROOK GOLF COURSE CLUBHOUSE,TIM,DUNN,
"Boughton Materials, Inc. - Pit 1",22250,W,119TH,ST,,,,PLAINFIELD,IL,60585,6,679,"Mine, quarry",1,,,,,,,,,,,,,,,,John,Boughton,630-554-5137,,"BOUGHTON MATERIALS, INC. - PIT 1",JOHN,BOUGHTON,
Lakelands Club Clubhouse,22402,S,LAKE MARY,DR,,,,PLAINFIELD,IL,60585,1,142,Clubhouse,1,,,,,,,,,,,,,,,,Alan,Nuetzmann,815-715-8880,,LAKELANDS CLUB CLUBHOUSE,ALAN,NUETZMANN,
City Utility Equipment,22414,W,143RD,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Mike,Redmond,815-735-7230,,CITY UTILITY EQUIPMENT,MIKE,REDMOND,
Master's Concrete/franco & Son Landscape,22419,W,RENWICK,RD,,POLE BUILDING,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,6,M,8,U,N,N,,,,,N,N,,,,,,,MASTER'S CONCRETE/FRANCO & SON LANDSCAPE,,,
Vacant (former Kelley's Kennel),22449,W,127TH,ST,,,,PLAINFIELD,IL,60585,8,819,"Livestock, poultry storage",1,,,,,,,,,,,,,,,,,,,,VACANT (FORMER KELLEY'S KENNEL),,,
Four Seasons Park And Avery Preserve,22500,W,LOCKPORT,ST,,MAINTENANCE SHOP,,Plainfield,IL,60544,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,Plainfield Park Dist.,815-436-8812,,FOUR SEASONS PARK AND AVERY PRESERVE,,PLAINFIELD PARK DIST.,Park - Four Seasons:  
"Jjmk, Llp (home Bus)",22514,W,PRAIRIE,XING,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,John,Kelly,815-685-0260,,"JJMK, LLP (HOME BUS)",JOHN,KELLY,
Plainfield Township Building,22525,W,LOCKPORT,ST,,,,Plainfield,IL,60544,1,150,"Public or government, Other",1,,6,M,4,U,1,P,5,M,4,H,N,N,,,Chuck,Willard,815-666-8756,,PLAINFIELD TOWNSHIP BUILDING,CHUCK,WILLARD,
Multi-tenant Pole Building,22544,W,143RD,ST,,,,PLAINFIELD,IL,60544,8,800,"Storage, Other",1,,6,M,8,U,N,N,,,,,N,N,,,,,,,MULTI-TENANT POLE BUILDING,,,Chobar's Towing:  |Septran: National Express 630-821-9048
Forest Preserve District Of Will County,22551,W,LOCKPORT,ST,,,,Plainfield,IL,60544,5,571,"Service station, gas statio",1,,6,M,4,U,1,P,5,M,4,H,N,N,,,Tracy,Bianco,815-545-9743,,FOREST PRESERVE DISTRICT OF WILL COUNTY,TRACY,BIANCO,
Ck Design Services (home Business),2256,S,WELLER,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Carol,Falc,815-436-7275,,CK DESIGN SERVICES (HOME BUSINESS),CAROL,FALC,
Gladstone Builders (model Home),22606,W,FOX TRAIL,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Brad,Sucha,630-675-5149,,GLADSTONE BUILDERS (MODEL HOME),BRAD,SUCHA,
West Suburban Constructon (model Home),22625,,MARINA,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Paul,Wheeler,815-436-0800,,WEST SUBURBAN CONSTRUCTON (MODEL HOME),PAUL,WHEELER,
"Extreme Concepts, Llc (home Bus)",22712,W,BASS LAKE,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Arnel,Joaquin,630-935-0286,,"EXTREME CONCEPTS, LLC (HOME BUS)",ARNEL,JOAQUIN,
Vulcan Materials (north) Training Bldg,22727,W,HASSERT,BLVD,,111TH STREET (BLDG 2),,PLAINFIELD,IL,60585,2,200,"Educational, Other",1,,6,M,8,U,1,P,31,S,4,H,N,N,,,John,Carmack,847-267-8660,,VULCAN MATERIALS (NORTH) TRAINING BLDG,JOHN,CARMACK,
Vulcan Materials (north) Storage Bldg.,22735,W,HASSERT,BLVD,,111TH STREET (BLDG 3),,PLAINFIELD,IL,60585,8,808,Outbuilding or shed,1,,6,M,8,U,N,N,,,,,N,N,,,,,,,VULCAN MATERIALS (NORTH) STORAGE BLDG.,,,
"Boughton Materials, Pit 2, Garage - Shop",22750,W,HASSERT,BLVD,,,,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,1,,6,M,8,U,N,N,,,,,N,N,,,John,Boughton,630-554-5137,,"BOUGHTON MATERIALS, PIT 2, GARAGE - SHOP",JOHN,BOUGHTON,"Boughton Materials, Pit 2, Scale House: Walter Boughton Trust 630-904-1806"
Deer Creek Recreation Clubhouse,22823,W,143RD,ST,,,,PLAINFIELD,IL,60544,9,935,Campsite with utilities,1,,,,,,,,,,,,,,,,,,,,DEER CREEK RECREATION CLUBHOUSE,,,Deer Creek Recreation Traphouse:  
Glisson Archery,22900,W,MAIN,ST,,,,PLAINFIELD,IL,60544,1,129,Amusement center: indoor/ou,1,,,,,,,,,,,,,,,,,,,,GLISSON ARCHERY,,,
Centennial Development (model Home),22906,W,WEINHOLD,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Bill,Kavanagh,630-514-4436,,CENTENNIAL DEVELOPMENT (MODEL HOME),BILL,KAVANAGH,
Vulcan Materials (north) Scale House,22933,W,HASSERT,BLVD,,111TH STREET (MAIN OFFICE),,PLAINFIELD,IL,60585,6,679,"Mine, quarry",1,,7,B,8,U,N,N,,,,,N,N,,,Jon,Carmack,847-489-8954,,VULCAN MATERIALS (NORTH) SCALE HOUSE,JON,CARMACK,
"Clearspan Recycling, E.f. Heil Llc",22957,W,119TH,ST,,,,PLAINFIELD,IL,60585,5,599,Business office,1,,7,B,8,U,1,P,31,S,4,H,N,N,,,,,,,"CLEARSPAN RECYCLING, E.F. HEIL LLC",,,
Vacant Land,22959,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,9,931,Open land or field,1,,,,,,,,,,,,,,,,,,,,VACANT LAND,,,
Bass & Gill Club,23011,W,MAIN,ST,,,,PLAINFIELD,IL,60544,9,946,"Lake, river, stream",1,,,,,,,,,,,,,,,,,,,,BASS & GILL CLUB,,,
Krughoff Company (model Home),23025,S,ARBOR CREEK,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,William,Techau,630-417-9402,,KRUGHOFF COMPANY (MODEL HOME),WILLIAM,TECHAU,
Cell Tower,23066,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,6,640,Utility or Distribution sys,1,,0,R,4,U,N,N,,,,,N,N,,,Bart,Broyles,847-619-4287,,CELL TOWER,BART,BROYLES,
Private Residence,23113,W,JUDITH,DR,,,,PLAINFIELD,IL,60586,4,419,1 or 2 family dwelling,1,,,,,,,,,,,,,,,,,,,,PRIVATE RESIDENCE,,,
A.k. Delivery (home Business),23129,W,JUDITH,CT,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Arunas,Kucinskas,815-212-1422,,A.K. DELIVERY (HOME BUSINESS),ARUNAS,KUCINSKAS,
"Ozinga Ready Mix Concrete, Inc.",23200,W,RT 126,,,,,PLAINFIELD,IL,60544,9,984,Industrial plant yard - are,1,,,,,,,,,,,,,,,,John,Cheek,708-878-9202,,"OZINGA READY MIX CONCRETE, INC.",JOHN,CHEEK,
Village Of Plainfield Pump House,23201,W,127TH,ST,,,,PLAINFIELD,IL,60585,6,647,Water utility,1,,2,C,4,U,,,,,,,,,,,,,,,VILLAGE OF PLAINFIELD PUMP HOUSE,,,
Vulcan Materials (south),23231,W,MAIN,ST,,,,PLAINFIELD,IL,60544,6,679,"Mine, quarry",1,,,,,,,,,,,,,,,,,Valcan Material,205-298-3000,,VULCAN MATERIALS (SOUTH),,VALCAN MATERIAL,
Pure Rod & Gun Club,23239,W,MAIN,ST,,,,PLAINFIELD,IL,60544,9,935,Campsite with utilities,1,,,,,,,,,,,,,,,,Steve,Jackinowski,815-592-3967,,PURE ROD & GUN CLUB,STEVE,JACKINOWSKI,
Elite Children's Academy/senior Center,23253,W,RENWICK,RD,,,,PLAINFIELD,IL,60586,2,254,"Day care, in commercial pro",1,,,,,,,,,,,,,,,,,,,,ELITE CHILDREN'S ACADEMY/SENIOR CENTER,,,
Demolished (former Weller Auto Repair),23320,W,RENWICK,RD,,,,Plainfield,IL,60544,5,579,Motor vehicle or boat sales,,,,,,,,,,,,,,,,,William,Weller,815-423-9890,,DEMOLISHED (FORMER WELLER AUTO REPAIR),WILLIAM,WELLER,
Demolished (former Service Master),23330,W,RENWICK,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Lex,Johnson,815-436-9622,,DEMOLISHED (FORMER SERVICE MASTER),LEX,JOHNSON,
Demolished (former R&r Interiors),23340,W,RENWICK,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Bob,Arfman,815-730-7901,,DEMOLISHED (FORMER R&R INTERIORS),BOB,ARFMAN,
Midwest Hot Rods,23533,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,579,Motor vehicle or boat sales,1,,0,R,8,U,,,,,,,,,,,Paul,Quinn,815-577-7897,,MIDWEST HOT RODS,PAUL,QUINN,
Private Residence,23552,W,GRINTON,DR,,,,PLAINFIELD,IL,60586,4,419,1 or 2 family dwelling,1,,,,,,,,,,,,,,,,,,,,PRIVATE RESIDENCE,,,
"Hpd, Llc",23561,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,2,,7,B,4,U,1,P,1,S,4,H,N,N,,,,Hpd Llc,815-609-2000,,"HPD, LLC",,HPD LLC,
"Hpd, Llc",23563,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,2,,7,B,4,U,1,P,1,S,4,H,N,N,,,Kevin,Spagnola,708-715-2174,,"HPD, LLC",KEVIN,SPAGNOLA,
Eaton Preserve Park,23601,W,135TH,ST,,,,PLAINFIELD,IL,60544,8,808,Outbuilding or shed,2,,,,,,,,,,,,,,,,,,,,EATON PRESERVE PARK,,,
Islamic Center Of The Southwest Suburbs,23616,W,MAIN,ST,,,,Plainfield,IL,60544,2,211,Preschool,1,1,2,C,8,U,1,P,1,S,1,B,N,N,,,,,,,ISLAMIC CENTER OF THE SOUTHWEST SUBURBS,,,
Vacant (plainfield Floral & Garden),23617,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,2,C,6,U,,,,,,,,,,,,Unknown,815-436-9877,,VACANT (PLAINFIELD FLORAL & GARDEN),,UNKNOWN,
Enclave At 127th - Bldg 17,23650,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 17,,JVM REALTY,
Enclave At 127th - Bldg 15,23653,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 15,,JVM REALTY,
Enclave At 127th - Bldg 16,23654,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 16,,JVM REALTY,
Enclave At 127th - Bldg 14,23709,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 14,,JVM REALTY,
Enclave At 127th - Bldg 13,23710,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 13,,JVM REALTY,
Munroe Storage,23715,W,ROLF,RD,,,,PLAINFIELD,IL,60586,8,899,Residential or self-storage,1,,6,M,8,U,N,N,,,,,N,N,,,Leonard,Mccudden,727-430-9107,,MUNROE STORAGE,LEONARD,MCCUDDEN,Cell Tower: Verizon Wireless 847-619-5397
Enclave At 127th - Bldg 12,23716,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 12,,JVM REALTY,
Naperville Polo Club Stables,23720,W,119TH,ST,,,,PLAINFIELD,IL,60585,8,819,"Livestock, poultry storage",2,,6,M,8,U,N,N,,,,,N,N,,,Laureen,Bakeetz,630-554-9015,,NAPERVILLE POLO CLUB STABLES,LAUREEN,BAKEETZ,
Enclave At 127th - Bldg 11,23728,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 11,,JVM REALTY,
Boy Scout Park,23729,W,OTTAWA,ST,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,BOY SCOUT PARK,,,Park - Aspen Meadows:  |Park - Auburn Lakes:  |Park - Autumn Fields: Greg Bott 815-436-8108|Park - Autumn Lakes: Greg Bott 815-436-8108|Park - Boy Scout: Greg Bott 815-436-8108|Park - Brookside: Greg Bott 815-436-8108|Park - Cambridge Run: Greg Bott 815-436-8108
Plainfield Park District Admin Office,23729,W,OTTAWA,ST,,,,PLAINFIELD,IL,60544,1,110,Fixed-use recreation places,1,1,2,C,8,U,1,P,1,S,4,H,N,N,,,Gene,Coldwater,815-791-0048,,PLAINFIELD PARK DISTRICT ADMIN OFFICE,GENE,COLDWATER,Park - Aspen Meadows:  |Park - Auburn Lakes:  |Park - Autumn Fields: Greg Bott 815-436-8108|Park - Autumn Lakes: Greg Bott 815-436-8108|Park - Boy Scout: Greg Bott 815-436-8108|Park - Brookside: Greg Bott 815-436-8108|Park - Cambridge Run: Greg Bott 815-436-8108
Enclave At 127th - Bldg 10,23734,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 10,,JVM REALTY,
Enclave At 127th - Bldg 9,23735,W,SPRINGS,CT,,,,PLAINFIELD,IL,60585,4,429,Multifamily dwelling,2,,2,C,8,U,,,,,,,,,,,,Jvm Realty,630-242-1038,,ENCLAVE AT 127TH - BLDG 9,,JVM REALTY,
Cell Tower,23736,W,135TH,ST,,,,PLAINFIELD,IL,60585,6,640,Utility or Distribution sys,1,,,,,,,,,,,,,,,,,,,,CELL TOWER,,,
Tee Time Lawn Care,23736,W,119TH,ST,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,TEE TIME LAWN CARE,,,
Cornerstone Services Group Home,23737,W,RENWICK,RD,,,,PLAINFIELD,IL,60586,4,459,Residential board and care,1,1,2,C,6,U,1,P,31,S,4,H,1,P,1,W,Alyx,Mcterrnan,815-931-5621,,CORNERSTONE SERVICES GROUP HOME,ALYX,MCTERRNAN,
